Stop_Number,Municipality,Stop_Avg_Daily_Boardings_MF,Stop_Avg_Daily_Alightings_MF,Stop_Avg_Daily_Boardings_Sat,Stop_Avg_Daily_Alightings_Sat,Stop_Avg_Daily_Boardings_SunHol,Stop_Avg_Daily_Alightings_SunHol,TSPR_Year,Stop_Latitude,Stop_Longitude
52695,Burnaby,73,37,47,27,38,28,2023,49.222001,-123.003694
52696,Burnaby,15,0,0,0,7,0,2023,49.221363,-123.005145
52697,Burnaby,9,19,0,12,0,14,2023,49.220021,-123.005099
52698,Burnaby,6,38,0,15,0,17,2023,49.218151,-123.005074
52699,Burnaby,12,80,5,44,0,30,2023,49.216133,-123.005029
52700,Burnaby,13,38,0,19,0,22,2023,49.21459,-123.004999
52701,Burnaby,0,35,0,20,5,18,2023,49.212239,-123.005792
52702,Burnaby,0,36,0,15,0,12,2023,49.212271,-123.009009
52703,Burnaby,19,23,15,12,6,10,2023,49.21108,-123.012496
52704,Burnaby,8,28,0,10,0,6,2023,49.206391,-123.015277
52705,Vancouver,22,53,13,23,7,11,2023,49.20373,-123.023457
52706,Burnaby,42,41,15,18,10,0,2023,49.201108,-123.017666
52707,Burnaby,26,72,12,22,7,13,2023,49.20204,-123.021851
52708,Burnaby,46,88,8,11,0,0,2023,49.200272,-123.0139
58962,Burnaby,13,6,7,6,7,0,2023,49.210668,-123.019815
59254,Burnaby,123,84,57,45,47,33,2023,49.204851,-122.975514
59299,Burnaby,73,89,9,9,5,0,2023,49.200111,-123.004741
59300,Burnaby,31,45,7,0,0,0,2023,49.200053,-123.009524
59607,Burnaby,101,138,76,89,67,69,2023,49.222365,-123.012456
59687,Burnaby,14,5,0,0,0,0,2023,49.206144,-123.017836
59721,Burnaby,35,18,5,0,0,0,2023,49.200252,-123.010666
59739,Burnaby,19,47,6,14,6,5,2023,49.204316,-122.977921
59740,Burnaby,51,8,29,0,20,0,2023,49.202444,-122.980895
59741,Burnaby,50,46,20,20,20,14,2023,49.205818,-122.968894
59742,Burnaby,16,10,9,5,5,7,2023,49.205619,-122.967999
59743,Burnaby,41,28,9,10,14,8,2023,49.2102,-122.954091
59744,Burnaby,31,80,5,11,8,15,2023,49.209454,-122.953563
59745,Burnaby,35,34,20,14,14,6,2023,49.206235,-122.952433
59783,Burnaby,60,24,29,10,18,11,2023,49.203898,-123.023178
59784,Burnaby,20,65,11,31,7,28,2023,49.206149,-122.952684
59814,Burnaby,27,6,16,0,16,0,2023,49.207207,-123.015048
59884,Burnaby,0,8,0,0,0,0,2023,49.204888,-122.95922
59885,Burnaby,13,7,0,0,0,0,2023,49.204135,-122.957414
60195,Burnaby,97,8350,68,4940,42,4306,2023,49.22639,-123.004928
60212,Burnaby,972,304,355,175,277,150,2023,49.225643,-123.003278
61420,Burnaby,36,38,5,0,0,0,2023,49.199471,-123.001482
61421,Burnaby,35,45,0,6,0,0,2023,49.199096,-123.000877
61422,Burnaby,36,56,36,35,22,30,2023,49.197454,-122.998035
61423,Burnaby,45,20,39,16,32,11,2023,49.196331,-122.996932
61573,Burnaby,73,91,15,18,5,6,2023,49.20024,-123.005536
61669,Burnaby,75,35,19,14,0,0,2023,49.200729,-123.015264
61670,Burnaby,55,43,15,20,17,10,2023,49.20149,-123.018581
61966,Burnaby,183,36,164,41,147,26,2023,49.200254,-122.97942
61967,Burnaby,42,250,35,204,29,182,2023,49.19909,-122.978586
61968,Burnaby,7,59,0,9,0,0,2023,49.195234,-122.96929
61969,Burnaby,43,14,9,0,0,0,2023,49.194501,-122.969672
61970,Burnaby,14,99,5,43,0,27,2023,49.193424,-122.972034
61971,Burnaby,73,18,30,0,11,0,2023,49.192522,-122.973314
61972,Burnaby,54,223,11,21,0,13,2023,49.191133,-122.976246
61973,Burnaby,187,53,23,6,17,0,2023,49.191324,-122.975455
61974,Burnaby,31,93,0,13,0,0,2023,49.188912,-122.982503
61975,Burnaby,68,28,6,0,0,0,2023,49.188967,-122.98073
61976,Burnaby,40,97,0,8,0,10,2023,49.190273,-122.988946
61977,Burnaby,99,48,12,5,0,0,2023,49.189656,-122.988442
61986,Burnaby,35,47,8,9,6,6,2023,49.195504,-122.995601
61987,Burnaby,54,49,10,14,8,7,2023,49.194396,-122.994459
52393,Burnaby,243,33,231,40,201,27,2023,49.227881,-122.998248
52394,Burnaby,169,103,148,90,89,61,2023,49.226457,-122.993821
52395,Burnaby,107,125,56,91,47,58,2023,49.225628,-122.991139
52396,Burnaby,77,112,65,101,64,91,2023,49.224712,-122.988392
52397,Burnaby,66,176,59,162,59,114,2023,49.223354,-122.984101
52398,Burnaby,53,100,46,92,42,71,2023,49.222233,-122.980611
52400,Burnaby,102,219,83,161,61,133,2023,49.220689,-122.975658
52401,Burnaby,184,263,137,209,110,185,2023,49.219703,-122.97143
52402,Burnaby,88,116,71,107,73,89,2023,49.218855,-122.96752
52403,Burnaby,127,163,126,173,86,143,2023,49.218308,-122.964089
52404,Burnaby,205,380,165,342,115,277,2023,49.21835,-122.957133
52405,Burnaby,186,312,103,278,105,209,2023,49.218273,-122.953325
52406,Burnaby,633,251,429,242,358,185,2023,49.217441,-122.953061
52407,Burnaby,93,198,59,157,68,159,2023,49.215403,-122.956871
52409,Burnaby,209,42,105,30,48,26,2023,49.215363,-122.95647
52410,Burnaby,266,377,220,257,173,232,2023,49.217231,-122.953118
52453,Burnaby,1524,1114,1166,861,904,739,2023,49.212031,-122.958288
52454,Burnaby,401,505,347,308,306,263,2023,49.21848,-122.953152
52455,Burnaby,325,302,273,218,206,165,2023,49.218535,-122.957951
52456,Burnaby,97,126,95,129,80,66,2023,49.21854,-122.961424
52457,Burnaby,137,176,151,156,135,121,2023,49.218571,-122.96522
52458,Burnaby,72,107,77,99,65,66,2023,49.219403,-122.96918
52460,Burnaby,162,96,119,78,105,53,2023,49.220877,-122.975623
52461,Burnaby,86,60,69,59,69,47,2023,49.222234,-122.979991
52462,Burnaby,132,69,156,64,111,53,2023,49.223353,-122.983473
52463,Burnaby,38,18,24,17,23,18,2023,49.224004,-122.985508
52464,Burnaby,78,81,88,72,72,51,2023,49.22532,-122.989612
52466,Burnaby,51,100,41,89,16,67,2023,49.227685,-122.996794
52467,Burnaby,33,189,23,199,19,179,2023,49.228641,-122.999701
52468,Burnaby,11,175,11,160,8,109,2023,49.229088,-123.003381
52469,Burnaby,12,206,8,163,6,130,2023,49.227578,-123.005015
52692,Burnaby,0,3579,0,2721,0,2423,2023,49.226277,-123.003299
58117,Burnaby,65,99,59,73,44,75,2023,49.218364,-122.959902
58988,Burnaby,102,126,68,111,59,72,2023,49.227163,-122.995118
60195,Burnaby,97,8350,68,4940,42,4306,2023,49.22639,-123.004928
60332,Burnaby,276,184,229,111,163,97,2023,49.220162,-122.97264
61009,Burnaby,130,143,54,95,43,57,2023,49.226121,-122.992052
51390,Burnaby,283,75,195,53,155,41,2023,49.264033,-123.003368
51392,Burnaby,357,64,215,21,173,16,2023,49.254507,-123.003569
51393,Burnaby,90,81,18,13,11,9,2023,49.254571,-122.997559
51394,Burnaby,90,187,39,129,30,103,2023,49.254305,-122.992775
51395,Burnaby,57,170,34,147,29,131,2023,49.252217,-122.989142
51396,Burnaby,25,57,16,54,19,43,2023,49.249929,-122.985898
51397,Burnaby,111,157,85,127,92,100,2023,49.247739,-122.978665
51398,Burnaby,160,122,40,25,45,27,2023,49.245055,-122.974083
51399,Burnaby,122,45,44,20,24,12,2023,49.243978,-122.9723
51400,Burnaby,39,16,28,19,43,11,2023,49.242011,-122.969218
51401,Burnaby,252,153,326,104,191,79,2023,49.239512,-122.963822
51402,Burnaby,52,34,37,21,32,16,2023,49.238484,-122.959861
51403,Burnaby,23,16,76,52,24,10,2023,49.236789,-122.956115
51404,Burnaby,73,32,52,23,49,11,2023,49.234871,-122.953988
51406,Burnaby,15,24,16,13,17,10,2023,49.232238,-122.950937
51407,Burnaby,26,15,19,7,13,7,2023,49.230217,-122.948543
51408,Burnaby,77,77,61,35,47,21,2023,49.228803,-122.946882
51409,Burnaby,42,62,24,22,33,23,2023,49.22719,-122.944919
51410,Burnaby,29,58,16,39,22,30,2023,49.225564,-122.943012
51411,Burnaby,56,123,49,63,42,53,2023,49.22343,-122.940419
51412,Burnaby,40,43,16,23,19,17,2023,49.222565,-122.939172
51413,Burnaby,29,28,24,15,25,16,2023,49.221406,-122.937665
51414,Burnaby,71,47,55,40,64,22,2023,49.219738,-122.935427
51415,Burnaby,64,62,53,33,51,29,2023,49.218044,-122.933166
51416,New Westminster,68,39,57,21,52,20,2023,49.216549,-122.931135
51417,New Westminster,160,97,65,58,66,44,2023,49.213493,-122.927156
51418,New Westminster,260,199,227,171,169,149,2023,49.212073,-122.925333
51419,New Westminster,315,92,223,56,180,55,2023,49.209506,-122.922026
51420,New Westminster,166,50,144,36,113,27,2023,49.207915,-122.920024
51421,New Westminster,63,50,41,26,38,21,2023,49.206465,-122.918199
51422,New Westminster,47,123,23,37,24,27,2023,49.204869,-122.916193
51423,New Westminster,20,128,7,44,0,18,2023,49.203882,-122.914965
51425,New Westminster,169,76,44,33,27,27,2023,49.20405,-122.914885
51426,New Westminster,106,233,42,130,38,114,2023,49.205416,-122.9166
51427,New Westminster,64,162,33,103,28,91,2023,49.206953,-122.918538
51428,New Westminster,72,328,44,246,38,204,2023,49.20815,-122.920044
51429,New Westminster,95,354,43,255,40,195,2023,49.210061,-122.922436
51430,New Westminster,323,458,288,448,253,369,2023,49.211541,-122.924297
51431,New Westminster,64,114,57,114,42,93,2023,49.212787,-122.925861
51432,New Westminster,71,135,29,77,24,65,2023,49.214331,-122.927874
51433,New Westminster,40,86,25,83,24,83,2023,49.216422,-122.930621
51434,Burnaby,77,86,34,72,37,80,2023,49.218787,-122.933888
51435,Burnaby,51,79,27,79,21,78,2023,49.220067,-122.935607
51436,Burnaby,41,47,18,34,17,42,2023,49.22192,-122.938077
51437,Burnaby,36,61,19,36,14,33,2023,49.22316,-122.939669
51439,Burnaby,126,67,78,66,55,63,2023,49.224812,-122.941775
51440,Burnaby,56,41,29,43,24,36,2023,49.226926,-122.944374
51441,Burnaby,25,45,11,33,11,31,2023,49.228017,-122.945639
51442,Burnaby,62,55,36,47,20,37,2023,49.229858,-122.947832
51443,Burnaby,15,27,9,18,7,23,2023,49.231054,-122.949269
51444,Burnaby,23,34,12,29,9,33,2023,49.233087,-122.951668
51445,Burnaby,162,266,70,184,80,145,2023,49.236223,-122.955117
51446,Burnaby,27,42,18,23,12,12,2023,49.238982,-122.961114
51447,Burnaby,59,75,88,96,40,101,2023,49.240075,-122.965534
51448,Burnaby,54,161,33,43,16,29,2023,49.244602,-122.972866
51449,Burnaby,88,187,30,61,31,57,2023,49.245954,-122.975378
51450,Burnaby,100,107,76,74,68,76,2023,49.247632,-122.978102
51451,Burnaby,62,36,42,31,29,23,2023,49.249555,-122.981263
51452,Burnaby,44,30,33,19,24,15,2023,49.250067,-122.985846
51453,Burnaby,67,32,56,22,47,13,2023,49.252334,-122.988923
51454,Burnaby,97,66,84,35,83,34,2023,49.253824,-122.989318
51455,Burnaby,138,105,97,21,74,17,2023,49.254779,-122.995127
51456,Burnaby,56,88,8,16,6,10,2023,49.254765,-122.9987
51457,Burnaby,24,240,7,147,8,120,2023,49.254741,-123.002423
52716,Burnaby,344,294,72,97,44,53,2023,49.243262,-122.973407
58729,Burnaby,18,0,0,0,0,0,2023,49.244496,-122.974395
61258,Burnaby,232,97,171,76,119,54,2023,49.261207,-123.003552
61651,New Westminster,2488,31,1911,81,1657,72,2023,49.20088,-122.912854
61678,New Westminster,0,1365,0,1158,0,1029,2023,49.200807,-122.912785
52231,New Westminster,175,12,125,0,94,0,2023,49.200284,-122.952972
52232,New Westminster,41,13,9,6,5,6,2023,49.200902,-122.951796
52233,New Westminster,14,0,6,0,5,0,2023,49.201938,-122.949878
52234,New Westminster,23,13,10,11,6,9,2023,49.203013,-122.947894
52235,New Westminster,10,12,0,6,0,11,2023,49.204196,-122.945706
52236,New Westminster,65,48,24,24,18,19,2023,49.205399,-122.943473
52237,New Westminster,37,71,17,46,9,31,2023,49.207123,-122.940278
52238,New Westminster,33,65,21,41,12,29,2023,49.208969,-122.936874
52239,New Westminster,45,81,26,52,19,51,2023,49.21066,-122.933714
52240,New Westminster,19,58,11,38,5,31,2023,49.212641,-122.930071
52304,New Westminster,82,47,38,17,31,20,2023,49.213832,-122.92809
